label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62
ONE_FINGER,0.000000,0.000000,0.000000,0.220552,-0.355295,0.305870,0.243270,-0.778023,0.425002,0.124094,-1.074825,0.511805,-0.041480,-1.185337,0.609775,0.263106,-0.989818,0.063352,0.104272,-1.381868,0.197687,0.031707,-1.285866,0.373525,0.026969,-1.166407,0.482274,0.050939,-0.998702,-0.063616,-0.079932,-1.391509,0.110051,-0.128634,-1.284563,0.315130,-0.108039,-1.163985,0.428004,-0.154234,-0.955175,-0.149727,-0.255735,-1.348574,0.030930,-0.287791,-1.232121,0.216171,-0.256653,-1.101889,0.303470,-0.352909,-0.890614,-0.213884,-0.382325,-1.373020,-0.143874,-0.406435,-1.659423,-0.071299,-0.394822,-1.909843,-0.026438
ONE_FINGER,0.000000,0.000000,0.000000,0.238378,-0.346076,0.313345,0.267138,-0.772909,0.433368,0.152020,-1.078306,0.518514,-0.005157,-1.196626,0.615304,0.298085,-0.993510,0.067801,0.128627,-1.391536,0.204893,0.050257,-1.296286,0.384917,0.043970,-1.178328,0.495431,0.078856,-0.996886,-0.066804,-0.059003,-1.396633,0.107477,-0.110211,-1.288669,0.316193,-0.089032,-1.170698,0.431771,-0.130404,-0.953575,-0.160108,-0.239846,-1.349226,0.017589,-0.274959,-1.228904,0.207607,-0.245860,-1.094874,0.299578,-0.331861,-0.894817,-0.230786,-0.359833,-1.388347,-0.166921,-0.381537,-1.683050,-0.093837,-0.369811,-1.938634,-0.046796
ONE_FINGER,0.000000,0.000000,0.000000,0.226697,-0.345610,0.316610,0.253566,-0.769301,0.442701,0.131871,-1.073334,0.534057,-0.029877,-1.180256,0.635146,0.269794,-0.983926,0.071668,0.110318,-1.381247,0.208797,0.038475,-1.285720,0.388254,0.039850,-1.170927,0.499191,0.057318,-0.998356,-0.060914,-0.084956,-1.394862,0.116339,-0.131716,-1.278091,0.326948,-0.105632,-1.155304,0.443456,-0.149169,-0.956769,-0.152719,-0.262699,-1.352619,0.024577,-0.292325,-1.227828,0.211398,-0.256054,-1.095095,0.300960,-0.349046,-0.892169,-0.221346,-0.388271,-1.374201,-0.158312,-0.418101,-1.660776,-0.087188,-0.410772,-1.915325,-0.041825
ONE_FINGER,0.000000,0.000000,0.000000,0.227616,-0.345384,0.304613,0.253547,-0.777091,0.423550,0.130421,-1.083061,0.509020,-0.036355,-1.186063,0.605607,0.274039,-0.990950,0.063124,0.099512,-1.393822,0.196539,0.024017,-1.298532,0.374069,0.020376,-1.180320,0.483598,0.062242,-0.998061,-0.066890,-0.091707,-1.399099,0.102411,-0.139407,-1.286166,0.308463,-0.112748,-1.164965,0.423678,-0.144047,-0.952249,-0.156874,-0.270429,-1.349887,0.013466,-0.301436,-1.228378,0.198816,-0.265209,-1.095345,0.289656,-0.342702,-0.887514,-0.224985,-0.385850,-1.379189,-0.165172,-0.418469,-1.673995,-0.095005,-0.415119,-1.933931,-0.049482
ONE_FINGER,0.000000,0.000000,0.000000,0.218791,-0.357245,0.299734,0.240106,-0.777219,0.418746,0.116858,-1.074881,0.505032,-0.045913,-1.175120,0.602430,0.268865,-0.994692,0.068356,0.090699,-1.382524,0.202931,0.011490,-1.279009,0.376847,0.013338,-1.159728,0.483662,0.056531,-0.998401,-0.057711,-0.096615,-1.383610,0.111262,-0.148057,-1.269734,0.309895,-0.121311,-1.151929,0.419581,-0.151201,-0.950634,-0.143873,-0.276673,-1.337191,0.028662,-0.311466,-1.218394,0.206439,-0.275733,-1.090231,0.291169,-0.351911,-0.881973,-0.208454,-0.393752,-1.355669,-0.143077,-0.429925,-1.642446,-0.074174,-0.430046,-1.896223,-0.031331
ONE_FINGER,0.000000,0.000000,0.000000,0.217155,-0.368118,0.298626,0.231494,-0.794391,0.416521,0.097970,-1.084295,0.501742,-0.072500,-1.171120,0.598014,0.257772,-1.002131,0.067709,0.077664,-1.373311,0.199172,0.010843,-1.262790,0.369201,0.015967,-1.138570,0.473641,0.040787,-0.999168,-0.059416,-0.103869,-1.374699,0.108494,-0.149029,-1.256170,0.304051,-0.125367,-1.134362,0.410596,-0.164558,-0.946455,-0.147396,-0.280169,-1.325771,0.027334,-0.309650,-1.206409,0.203911,-0.274904,-1.076492,0.285877,-0.360389,-0.875523,-0.214750,-0.396393,-1.352499,-0.148004,-0.429120,-1.639947,-0.080372,-0.427658,-1.891299,-0.039962
ONE_FINGER,0.000000,0.000000,0.000000,0.211510,-0.372594,0.312458,0.214444,-0.799256,0.435342,0.077740,-1.085257,0.523519,-0.095220,-1.174267,0.623124,0.238664,-1.010238,0.078113,0.051317,-1.386360,0.216530,-0.018144,-1.278111,0.393069,-0.016925,-1.150933,0.501061,0.017751,-0.999842,-0.054442,-0.125682,-1.379994,0.119394,-0.170266,-1.269370,0.320212,-0.145814,-1.152875,0.430192,-0.187675,-0.944891,-0.145838,-0.303001,-1.325577,0.035258,-0.333580,-1.208285,0.219179,-0.298766,-1.079032,0.305783,-0.381198,-0.874533,-0.215454,-0.420015,-1.367195,-0.145980,-0.454514,-1.663987,-0.074503,-0.452947,-1.920362,-0.030840
ONE_FINGER,0.000000,0.000000,0.000000,0.222885,-0.354079,0.302584,0.239603,-0.773383,0.420619,0.113049,-1.064342,0.505804,-0.054166,-1.165482,0.603595,0.268185,-1.003854,0.071539,0.080812,-1.375350,0.209127,0.005529,-1.276607,0.386735,0.004650,-1.159881,0.495847,0.048340,-0.998831,-0.056770,-0.099664,-1.380194,0.113104,-0.149078,-1.274242,0.316271,-0.123458,-1.160300,0.430042,-0.159823,-0.946453,-0.144576,-0.279548,-1.331330,0.031342,-0.312632,-1.212270,0.218620,-0.276896,-1.082392,0.310396,-0.356950,-0.876353,-0.210980,-0.398807,-1.367959,-0.143848,-0.433640,-1.664735,-0.070435,-0.430104,-1.921993,-0.023209
ONE_FINGER,0.000000,0.000000,0.000000,0.218967,-0.367276,0.311556,0.229610,-0.790468,0.433235,0.098425,-1.080750,0.520658,-0.067602,-1.177559,0.619375,0.258983,-1.004541,0.068975,0.072061,-1.399299,0.203577,-0.008269,-1.290609,0.381110,-0.011175,-1.157879,0.491847,0.043345,-0.999060,-0.061297,-0.119047,-1.391523,0.111011,-0.171652,-1.269860,0.316093,-0.145756,-1.142964,0.430344,-0.163944,-0.944747,-0.150691,-0.301182,-1.336143,0.026980,-0.335046,-1.209775,0.212223,-0.296929,-1.072458,0.301287,-0.362311,-0.873366,-0.217769,-0.414308,-1.367237,-0.151380,-0.456464,-1.663336,-0.079861,-0.460376,-1.919483,-0.034631
ONE_FINGER,0.000000,0.000000,0.000000,0.219614,-0.362247,0.302727,0.236909,-0.781249,0.420188,0.107694,-1.081724,0.505047,-0.061676,-1.180851,0.601597,0.236658,-0.998254,0.064446,0.063850,-1.376347,0.202956,-0.005300,-1.266794,0.381321,-0.006518,-1.142710,0.490450,0.023394,-0.999726,-0.061921,-0.123191,-1.372969,0.114159,-0.166169,-1.256417,0.317130,-0.140870,-1.134543,0.427683,-0.183676,-0.946701,-0.146908,-0.300846,-1.327402,0.032749,-0.323976,-1.203289,0.214597,-0.285189,-1.069983,0.299825,-0.380845,-0.869660,-0.209924,-0.432888,-1.361947,-0.142557,-0.475728,-1.657602,-0.072154,-0.482327,-1.915287,-0.028916
ONE_FINGER,0.000000,0.000000,0.000000,0.222353,-0.368275,0.300606,0.232924,-0.796771,0.419965,0.098172,-1.087437,0.505796,-0.068129,-1.177244,0.603910,0.251795,-1.011602,0.079052,0.057375,-1.370750,0.213294,-0.007031,-1.258740,0.386126,-0.004504,-1.133252,0.492377,0.029468,-0.999566,-0.050482,-0.117520,-1.371039,0.113591,-0.159471,-1.255399,0.308492,-0.136924,-1.137370,0.417387,-0.177796,-0.941229,-0.140959,-0.297754,-1.321372,0.030644,-0.326913,-1.200496,0.210308,-0.290219,-1.068610,0.297119,-0.375897,-0.867054,-0.210941,-0.415161,-1.355687,-0.145440,-0.448944,-1.653212,-0.076153,-0.443913,-1.911670,-0.033003
ONE_FINGER,0.000000,0.000000,0.000000,0.214378,-0.360097,0.300814,0.225829,-0.787656,0.419697,0.094926,-1.085703,0.504839,-0.072449,-1.181483,0.602367,0.246443,-1.001559,0.078039,0.060487,-1.375025,0.210773,-0.006898,-1.262074,0.384467,-0.007820,-1.134637,0.491693,0.030063,-0.999548,-0.051246,-0.120106,-1.377067,0.113623,-0.162398,-1.256514,0.310194,-0.139018,-1.134356,0.420302,-0.175848,-0.946897,-0.141976,-0.301816,-1.332907,0.024508,-0.327525,-1.208967,0.202088,-0.288221,-1.074013,0.289140,-0.373044,-0.876842,-0.211247,-0.419750,-1.365975,-0.151614,-0.455194,-1.664926,-0.084624,-0.452819,-1.926512,-0.041724
ONE_FINGER,0.000000,0.000000,0.000000,0.216140,-0.361051,0.304696,0.227190,-0.787588,0.420661,0.095670,-1.083154,0.502909,-0.075246,-1.179134,0.597300,0.254486,-1.003264,0.064783,0.068045,-1.383228,0.196692,-0.001507,-1.279384,0.372164,-0.003835,-1.157295,0.479922,0.035926,-0.999354,-0.067838,-0.115652,-1.385848,0.097620,-0.161993,-1.273561,0.300519,-0.137795,-1.155764,0.413752,-0.171094,-0.948168,-0.160471,-0.298436,-1.340524,0.007976,-0.326142,-1.224184,0.193603,-0.286235,-1.092426,0.284556,-0.367102,-0.881065,-0.231352,-0.415330,-1.378545,-0.172030,-0.451084,-1.682014,-0.101855,-0.448004,-1.943358,-0.057074
ONE_FINGER,0.000000,0.000000,0.000000,0.217152,-0.364516,0.305266,0.223446,-0.788817,0.427206,0.091638,-1.077081,0.517004,-0.074385,-1.170183,0.618651,0.246313,-1.004164,0.068562,0.060269,-1.386328,0.205617,-0.009900,-1.272712,0.384216,-0.011593,-1.141598,0.494848,0.024145,-0.999708,-0.058094,-0.124284,-1.382729,0.116836,-0.168906,-1.262308,0.321769,-0.145472,-1.140927,0.435092,-0.182563,-0.946792,-0.144638,-0.308901,-1.334265,0.033527,-0.337767,-1.211295,0.216548,-0.300159,-1.076836,0.303947,-0.376787,-0.877461,-0.209138,-0.423734,-1.368466,-0.143402,-0.458893,-1.665882,-0.074401,-0.456745,-1.922019,-0.031228
ONE_FINGER,0.000000,0.000000,0.000000,0.217947,-0.360459,0.322855,0.229148,-0.774153,0.447714,0.104812,-1.069287,0.535486,-0.057101,-1.177085,0.634256,0.243347,-0.997883,0.090442,0.078378,-1.374573,0.231872,0.005545,-1.273698,0.411227,-0.004227,-1.153612,0.520247,0.029241,-0.999572,-0.048215,-0.106544,-1.379030,0.128849,-0.153319,-1.267758,0.334255,-0.131509,-1.150650,0.447297,-0.174469,-0.950399,-0.145481,-0.289810,-1.336711,0.031336,-0.316229,-1.215038,0.217431,-0.279603,-1.079931,0.307067,-0.369498,-0.879769,-0.218946,-0.423611,-1.370104,-0.157166,-0.460858,-1.668423,-0.086358,-0.459892,-1.927154,-0.040831
ONE_FINGER,0.000000,0.000000,0.000000,0.206367,-0.371376,0.316602,0.204171,-0.796772,0.444003,0.067334,-1.082151,0.535498,-0.105867,-1.171137,0.638476,0.218549,-1.007955,0.094390,0.039881,-1.372762,0.231014,-0.021933,-1.257256,0.406245,-0.022549,-1.127305,0.514092,0.002331,-0.999997,-0.041388,-0.139341,-1.371700,0.130110,-0.179350,-1.251253,0.329408,-0.157024,-1.133285,0.439515,-0.198127,-0.944003,-0.138028,-0.321505,-1.324041,0.034018,-0.345680,-1.201457,0.213421,-0.306703,-1.069526,0.299648,-0.389421,-0.871734,-0.212118,-0.437843,-1.351647,-0.151233,-0.469874,-1.647447,-0.084413,-0.465772,-1.907048,-0.042284
ONE_FINGER,0.000000,0.000000,0.000000,0.212864,-0.357827,0.317253,0.216713,-0.778951,0.446743,0.084992,-1.069246,0.540680,-0.085336,-1.164642,0.646511,0.236670,-1.002297,0.101241,0.052203,-1.368253,0.244484,-0.017114,-1.259605,0.423873,-0.021278,-1.132305,0.534127,0.020161,-0.999797,-0.031625,-0.125725,-1.373117,0.144084,-0.172169,-1.257625,0.345655,-0.149915,-1.137673,0.458442,-0.182952,-0.947951,-0.124545,-0.303968,-1.330736,0.052403,-0.333262,-1.207530,0.234547,-0.297462,-1.072299,0.323415,-0.377036,-0.875813,-0.194481,-0.425432,-1.359777,-0.128666,-0.462049,-1.656425,-0.058817,-0.460666,-1.913165,-0.013731
ONE_FINGER,0.000000,0.000000,0.000000,0.220802,-0.366127,0.314988,0.228710,-0.786056,0.440498,0.097408,-1.073135,0.531387,-0.075378,-1.171213,0.634205,0.245100,-1.004286,0.086059,0.068168,-1.378092,0.222831,-0.000031,-1.267856,0.401226,-0.004842,-1.139236,0.512066,0.025977,-0.999663,-0.046780,-0.120061,-1.377744,0.125508,-0.163609,-1.260939,0.330256,-0.140015,-1.141092,0.445175,-0.179881,-0.945351,-0.139809,-0.304349,-1.333640,0.033504,-0.329664,-1.209171,0.218855,-0.290978,-1.074708,0.310200,-0.375869,-0.872532,-0.209957,-0.423957,-1.360828,-0.148850,-0.458696,-1.660380,-0.078473,-0.457240,-1.922686,-0.032106
ONE_FINGER,0.000000,0.000000,0.000000,0.210641,-0.350622,0.326751,0.221439,-0.767347,0.456562,0.090938,-1.062438,0.548853,-0.075763,-1.163517,0.651432,0.231769,-0.988321,0.097809,0.070759,-1.365646,0.237620,-0.000139,-1.270073,0.416867,-0.009554,-1.154617,0.527234,0.024919,-0.999689,-0.040242,-0.116699,-1.375433,0.135648,-0.164471,-1.268167,0.342197,-0.142689,-1.154263,0.457799,-0.175604,-0.954778,-0.137451,-0.297581,-1.340046,0.034836,-0.324485,-1.221110,0.220747,-0.287501,-1.089084,0.312862,-0.371602,-0.885132,-0.210380,-0.426322,-1.366676,-0.151411,-0.468525,-1.659707,-0.080799,-0.472236,-1.916238,-0.033602
ONE_FINGER,-0.000000,0.000000,0.000000,0.294583,-0.283087,0.225426,0.400004,-0.713965,0.317394,0.399611,-1.067762,0.394214,0.361719,-1.257230,0.479009,0.286881,-0.945543,-0.025019,0.412612,-1.394643,0.110090,0.413037,-1.335298,0.288891,0.385412,-1.261493,0.398769,0.121214,-0.992626,-0.104143,0.294959,-1.400829,0.086016,0.303127,-1.299568,0.308815,0.260403,-1.197655,0.430018,-0.005600,-0.980711,-0.144740,0.173842,-1.350561,0.040473,0.203091,-1.246297,0.227533,0.175942,-1.134261,0.313629,-0.105414,-0.934823,-0.166973,0.029457,-1.366248,-0.088104,0.125652,-1.577770,-0.013787,0.178076,-1.756831,0.032470
ONE_FINGER,0.000000,0.000000,0.000000,0.231573,-0.337357,0.309628,0.255133,-0.740187,0.438552,0.130228,-1.025242,0.532251,-0.022199,-1.109136,0.637815,0.260991,-0.991821,0.105111,0.101344,-1.315888,0.252548,0.044570,-1.201814,0.423661,0.041540,-1.084288,0.525938,0.051725,-0.998661,-0.020489,-0.084942,-1.344768,0.153138,-0.130222,-1.229899,0.334091,-0.107770,-1.102278,0.429796,-0.150023,-0.954106,-0.103118,-0.265334,-1.311626,0.084098,-0.288078,-1.172266,0.251358,-0.249956,-1.024501,0.325336,-0.346837,-0.880279,-0.163582,-0.386313,-1.367294,-0.084110,-0.411580,-1.648277,-0.017620,-0.401414,-1.883862,0.020701
ONE_FINGER,-0.000000,0.000000,0.000000,0.384562,-0.233765,0.148749,0.501480,-0.638714,0.207092,0.448938,-1.012619,0.274152,0.375117,-1.231817,0.340054,0.417446,-0.873986,-0.152545,0.521881,-1.428839,-0.061919,0.524324,-1.667407,0.068571,0.504149,-1.836183,0.158063,0.179494,-0.983759,-0.170005,0.314167,-1.434409,0.034563,0.314650,-1.310753,0.270842,0.272534,-1.204096,0.401616,-0.031867,-1.016925,-0.151683,0.117852,-1.365878,0.055420,0.134882,-1.250240,0.243184,0.103717,-1.118325,0.325797,-0.213744,-1.006033,-0.120176,-0.109528,-1.347107,0.008364,-0.053780,-1.348379,0.109296,-0.035923,-1.303555,0.170775
ONE_FINGER,0.000000,0.000000,0.000000,0.202570,-0.356833,0.338096,0.213046,-0.755782,0.481003,0.094045,-1.041539,0.582751,-0.040139,-1.141026,0.694889,0.226844,-0.997854,0.154207,0.025238,-1.320132,0.314291,-0.046759,-1.214945,0.484432,-0.047017,-1.103947,0.584124,0.038590,-0.999255,0.018941,-0.113837,-1.342852,0.204362,-0.174272,-1.230349,0.376088,-0.155025,-1.102328,0.463205,-0.156217,-0.950867,-0.071316,-0.281736,-1.318761,0.131762,-0.318418,-1.183951,0.291628,-0.283329,-1.041251,0.355166,-0.357706,-0.868482,-0.136847,-0.409509,-1.358382,-0.044078,-0.444150,-1.627520,0.023661,-0.438055,-1.853683,0.058588
ONE_FINGER,0.000000,0.000000,0.000000,0.182201,-0.332045,0.311352,0.189805,-0.733985,0.433098,0.073257,-1.035310,0.519743,-0.082611,-1.165828,0.616184,0.191501,-0.986227,0.091853,0.039116,-1.354384,0.233490,-0.027927,-1.269863,0.411806,-0.040179,-1.163082,0.521644,0.008676,-0.999962,-0.036428,-0.138591,-1.363081,0.142604,-0.177508,-1.260112,0.351092,-0.154296,-1.147982,0.468670,-0.176179,-0.952247,-0.124648,-0.296222,-1.325784,0.049987,-0.314230,-1.212917,0.238104,-0.279626,-1.089967,0.331725,-0.359441,-0.874456,-0.189205,-0.424202,-1.348164,-0.125227,-0.470066,-1.626919,-0.049367,-0.483037,-1.871621,0.001639
ONE_FINGER,0.000000,0.000000,0.000000,0.197705,-0.344308,0.333636,0.199856,-0.750486,0.470189,0.078795,-1.041351,0.566606,-0.074878,-1.156937,0.673274,0.219730,-0.992010,0.137487,0.046187,-1.344146,0.287685,-0.026958,-1.250801,0.465728,-0.037923,-1.134388,0.574275,0.022742,-0.999741,-0.000860,-0.132527,-1.355555,0.184399,-0.179013,-1.244851,0.383257,-0.154760,-1.129621,0.493466,-0.169636,-0.952802,-0.099221,-0.303126,-1.323006,0.081138,-0.327987,-1.197334,0.259657,-0.290743,-1.063470,0.346017,-0.359888,-0.879657,-0.172526,-0.423563,-1.347737,-0.106018,-0.466285,-1.628846,-0.035559,-0.473205,-1.874784,0.010940
ONE_FINGER,0.000000,0.000000,0.000000,0.208515,-0.331763,0.303947,0.230030,-0.745982,0.422582,0.114748,-1.056944,0.508481,-0.048101,-1.184277,0.605657,0.241596,-0.978259,0.077706,0.067557,-1.364793,0.219429,-0.009890,-1.278570,0.399985,-0.020718,-1.168325,0.511013,0.046303,-0.998927,-0.046645,-0.113649,-1.376537,0.134957,-0.160772,-1.264839,0.343543,-0.134020,-1.146144,0.459759,-0.153713,-0.959708,-0.130830,-0.287810,-1.341169,0.046914,-0.314588,-1.219307,0.231616,-0.276843,-1.086908,0.321544,-0.352251,-0.893191,-0.191789,-0.417718,-1.375297,-0.126897,-0.462377,-1.664804,-0.054835,-0.468576,-1.919319,-0.007597
ONE_FINGER,0.000000,0.000000,0.000000,0.207774,-0.341016,0.271542,0.227806,-0.760250,0.374199,0.107613,-1.069191,0.449420,-0.064808,-1.183214,0.537184,0.241875,-0.984019,0.041562,0.071554,-1.367265,0.168117,0.005210,-1.263687,0.338524,-0.002602,-1.145128,0.443970,0.039215,-0.999231,-0.071478,-0.119954,-1.375433,0.092003,-0.158492,-1.252999,0.289693,-0.130493,-1.129825,0.399940,-0.165102,-0.953506,-0.146735,-0.297422,-1.334178,0.017447,-0.318062,-1.207810,0.193244,-0.278635,-1.075945,0.278674,-0.363686,-0.883863,-0.201754,-0.421999,-1.367082,-0.141410,-0.462915,-1.660822,-0.074760,-0.468778,-1.924353,-0.032659
ONE_FINGER,0.000000,0.000000,0.000000,0.218318,-0.343263,0.284637,0.236783,-0.764518,0.401235,0.113766,-1.062546,0.487954,-0.058788,-1.160554,0.586714,0.245131,-0.992762,0.078186,0.070832,-1.350920,0.215306,0.010185,-1.245808,0.386724,0.011179,-1.130122,0.491499,0.033435,-0.999441,-0.038683,-0.112788,-1.359362,0.133151,-0.152305,-1.246816,0.327676,-0.126246,-1.130419,0.434766,-0.170624,-0.951988,-0.118221,-0.292121,-1.319290,0.052867,-0.316105,-1.203074,0.225326,-0.277692,-1.075772,0.307889,-0.363976,-0.882589,-0.177261,-0.413156,-1.349428,-0.112151,-0.451809,-1.640370,-0.046187,-0.455202,-1.896929,-0.005153
ONE_FINGER,0.000000,0.000000,0.000000,0.212285,-0.338216,0.303393,0.225405,-0.753835,0.430919,0.100404,-1.049895,0.525468,-0.064498,-1.156594,0.631348,0.233823,-0.990337,0.103438,0.054589,-1.358196,0.250940,-0.014878,-1.260974,0.428404,-0.016109,-1.143482,0.537297,0.025586,-0.999673,-0.016956,-0.124645,-1.363619,0.166991,-0.169514,-1.250697,0.365829,-0.142486,-1.129855,0.475803,-0.177036,-0.954314,-0.098347,-0.300866,-1.325183,0.083719,-0.328763,-1.204429,0.258942,-0.290835,-1.072834,0.342570,-0.369814,-0.883068,-0.157367,-0.418452,-1.356028,-0.086201,-0.457105,-1.644480,-0.016952,-0.460811,-1.896266,0.027142
ONE_FINGER,0.000000,0.000000,0.000000,0.224249,-0.343710,0.307825,0.243007,-0.762253,0.432695,0.116641,-1.064783,0.522054,-0.048574,-1.166086,0.623619,0.249847,-0.997053,0.105242,0.071040,-1.361249,0.251836,0.004944,-1.268552,0.429010,0.005639,-1.154430,0.536224,0.036504,-0.999334,-0.023841,-0.107721,-1.368028,0.153011,-0.152473,-1.264210,0.349913,-0.127830,-1.149370,0.459399,-0.169604,-0.951080,-0.113004,-0.285509,-1.324135,0.065481,-0.314436,-1.208194,0.245553,-0.279221,-1.080071,0.332737,-0.365818,-0.879168,-0.180275,-0.416737,-1.365787,-0.110253,-0.453258,-1.656571,-0.037896,-0.452414,-1.910043,0.008234
ONE_FINGER,0.000000,0.000000,0.000000,0.211476,-0.334981,0.296628,0.226994,-0.753328,0.415463,0.102643,-1.055732,0.501667,-0.064225,-1.160605,0.599079,0.232457,-0.989011,0.084180,0.061068,-1.357540,0.219819,-0.002911,-1.262374,0.392830,-0.007878,-1.148984,0.499342,0.031044,-0.999518,-0.039372,-0.122969,-1.365415,0.132815,-0.160727,-1.250083,0.333251,-0.133267,-1.132905,0.445465,-0.166412,-0.953888,-0.125206,-0.295073,-1.327091,0.042577,-0.315832,-1.206820,0.221354,-0.276680,-1.079063,0.309627,-0.355147,-0.883626,-0.189299,-0.410663,-1.357964,-0.129469,-0.449567,-1.644671,-0.060444,-0.454798,-1.900243,-0.014955
ONE_FINGER,0.000000,0.000000,0.000000,0.216269,-0.362466,0.303677,0.222240,-0.777240,0.429500,0.087251,-1.056873,0.521782,-0.079673,-1.147333,0.625593,0.236452,-1.008247,0.097354,0.049369,-1.356172,0.239340,-0.015147,-1.250331,0.412949,-0.013560,-1.130410,0.519197,0.017703,-0.999843,-0.028673,-0.128411,-1.359202,0.147337,-0.170805,-1.245729,0.343767,-0.146886,-1.129329,0.452060,-0.184670,-0.942457,-0.116027,-0.307815,-1.305584,0.063779,-0.338901,-1.185556,0.241357,-0.303343,-1.057401,0.325506,-0.376761,-0.865659,-0.182426,-0.417415,-1.336642,-0.113593,-0.449115,-1.622654,-0.044612,-0.443447,-1.872298,-0.001261
ONE_FINGER,0.000000,0.000000,0.000000,0.219156,-0.353792,0.302799,0.235309,-0.775501,0.424735,0.104361,-1.068989,0.511825,-0.060699,-1.161896,0.610869,0.253437,-1.002985,0.092749,0.068471,-1.359773,0.228566,-0.001595,-1.267179,0.400223,-0.003365,-1.155429,0.505442,0.043036,-0.999074,-0.037225,-0.102747,-1.367987,0.130684,-0.149783,-1.260703,0.327527,-0.128109,-1.146790,0.437779,-0.158569,-0.944494,-0.129235,-0.280357,-1.319494,0.040021,-0.314208,-1.198128,0.219813,-0.280921,-1.069242,0.308238,-0.353008,-0.868299,-0.200255,-0.399581,-1.345972,-0.138997,-0.433280,-1.633484,-0.069853,-0.429630,-1.887924,-0.024426
ONE_FINGER,0.000000,0.000000,0.000000,0.174305,-0.321248,0.270640,0.193544,-0.742851,0.374834,0.083763,-1.059521,0.451616,-0.074424,-1.188979,0.539656,0.200859,-0.979748,0.050750,0.032119,-1.364211,0.179902,-0.036255,-1.284924,0.352096,-0.047108,-1.181206,0.459579,0.029063,-0.999578,-0.059073,-0.134151,-1.374039,0.110437,-0.169949,-1.263881,0.315859,-0.142578,-1.146289,0.432358,-0.153906,-0.956599,-0.132252,-0.285379,-1.341831,0.032569,-0.303317,-1.231265,0.213360,-0.265196,-1.109901,0.303308,-0.337523,-0.884639,-0.184885,-0.405225,-1.359863,-0.123452,-0.451716,-1.646086,-0.052281,-0.465107,-1.901992,-0.005664
ONE_FINGER,0.000000,0.000000,0.000000,0.208355,-0.330639,0.270704,0.231247,-0.754328,0.377867,0.115001,-1.067275,0.458368,-0.059315,-1.178331,0.552089,0.233165,-0.983879,0.053519,0.061285,-1.354701,0.187875,-0.000221,-1.250080,0.363309,-0.008894,-1.131803,0.471532,0.033661,-0.999433,-0.056705,-0.121635,-1.361412,0.117117,-0.154902,-1.242432,0.318769,-0.128522,-1.123215,0.430662,-0.165453,-0.955526,-0.129526,-0.291227,-1.322402,0.040956,-0.308319,-1.202011,0.217712,-0.271242,-1.071844,0.303583,-0.358221,-0.887945,-0.182305,-0.411150,-1.366532,-0.119382,-0.449598,-1.659940,-0.052069,-0.455489,-1.918213,-0.008941
ONE_FINGER,0.000000,0.000000,0.000000,0.190880,-0.305518,0.274678,0.210111,-0.717310,0.389664,0.096715,-1.025774,0.475057,-0.064531,-1.151788,0.572074,0.224142,-0.977120,0.090540,0.050950,-1.340044,0.231765,-0.018722,-1.252880,0.403897,-0.024029,-1.149399,0.509479,0.039387,-0.999224,-0.018929,-0.124011,-1.352472,0.154881,-0.166706,-1.242619,0.348660,-0.136663,-1.127954,0.458695,-0.151934,-0.959802,-0.092166,-0.288429,-1.318429,0.076050,-0.312873,-1.200271,0.247635,-0.273144,-1.077407,0.333299,-0.340100,-0.891863,-0.144763,-0.397819,-1.358951,-0.080079,-0.445443,-1.640214,-0.011529,-0.457261,-1.892453,0.034111
ONE_FINGER,0.000000,0.000000,0.000000,0.179040,-0.304876,0.253308,0.195451,-0.728115,0.356327,0.079708,-1.049040,0.434836,-0.084009,-1.175659,0.525595,0.208807,-0.981342,0.052637,0.034700,-1.355897,0.189644,-0.030543,-1.271625,0.364493,-0.039578,-1.168615,0.472454,0.031265,-0.999511,-0.047536,-0.134477,-1.362646,0.129266,-0.164913,-1.251988,0.332674,-0.134052,-1.136439,0.447333,-0.153605,-0.955608,-0.112334,-0.286597,-1.324505,0.057325,-0.299875,-1.209659,0.234027,-0.259183,-1.086216,0.321570,-0.335551,-0.885800,-0.158195,-0.397652,-1.366549,-0.094646,-0.443902,-1.659981,-0.025523,-0.456837,-1.920172,0.019740
ONE_FINGER,0.000000,0.000000,0.000000,0.219753,-0.349279,0.276822,0.238693,-0.773397,0.387412,0.108724,-1.078116,0.468201,-0.066487,-1.172606,0.562985,0.247494,-0.998289,0.071615,0.064078,-1.352917,0.204300,0.000085,-1.246852,0.374242,-0.001520,-1.128914,0.478404,0.031159,-0.999514,-0.045827,-0.121574,-1.361796,0.117592,-0.161091,-1.247682,0.307984,-0.135042,-1.128874,0.413949,-0.177233,-0.945557,-0.126217,-0.305009,-1.315807,0.039072,-0.330415,-1.194495,0.211333,-0.290884,-1.062333,0.295359,-0.376779,-0.869880,-0.187322,-0.425688,-1.352404,-0.125336,-0.462541,-1.650828,-0.059680,-0.462040,-1.913646,-0.018182
